"","gender","age","home_lang","english_length_nohome","wear_glasses","employment","annual_income","education","male_model","shade","clear_shade","med_shade","dark_shade","p_glasses","p_shade","p_pupilvis","ads_trust","ads_goalinform","ads_informative","ads_truthful","ads_reliablesource","ads_truepicture","ads_accuratelyinformedby","ads_essentialinfo","recommend","wtb","value_assess","model_competent","model_pushyr","model_genuine","model_professional","model_credible","model_fake","model_follower","model_sincere","model_moral","model_assertive","model_charm","model_suspicious","model_peaceful","model_calm","model_subordinate","model_knowledgeable","model_sociable","model_trustworthy","model_honest","model_friendly","model_reliable","model_manipulative","model_experienced","model_respectful","model_phony","model_familiar","model_nosecret","model_mysterious","model_known","model_natural","model_notweird","model_clear","model_attract","model_classy","model_sexy","model_beautiful","model_elegant","model_warm","product_unsatisfac","product_lowqual","product_bad","product_dislike","product_awful","product_negative","product_unfavorable","product_common","product_useless","product_worthless","product_notunique","product_inexpensive","ad_describe","adrate_bad","adrate_unfavorable","adrate_lowqual","adrate_negative","adrate_unattract","adrate_useless","adrate_awful","adrate_notapprop","adrate_ineffective","adrate_unconvinc","female_clear","male_clear","female_med","female_dark","male_med","male_dark"
"294",2,58,"english","",2,1,2,3,0,0,1,0,0,1,2,2,3,2,3,2,2,3,3,2,6,3,"550",6,4,4,6,6,4,4,5,4,4,6,3,4,6,4,4,6,5,4,6,4,4,5,5,4,6,4,2,4,6,6,7,6,5,5,6,5,6,3,2,2,2,2,2,1,4,4,3,4,4,"In this advertisement there was a woman saying why she pick certain wicker furniture for out doors because it was the right choice. I think the furniture is very nice",2,3,2,2,2,2,2,2,3,2,1,0,0,0,0,0
"295",2,38,"English","",1,1,4,3,1,0,1,0,0,1,1,3,3,2,2,3,2,3,2,2,6,2,"600",4,4,4,2,4,5,6,3,4,4,4,4,5,7,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,4,4,5,5,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,"There is a man standing in front of a nice patio set. It is a nice looking set. Do not the think the man is necessary.",3,2,1,1,1,1,1,3,2,2,0,1,0,0,0,0
"296",1,35,"English","34",2,3,2,5,0,2,0,0,1,1,5,5,3,2,3,3,2,2,3,2,5,3,"300",4,5,7,7,6,4,4,5,4,4,7,5,6,6,4,5,5,4,4,5,5,4,4,4,4,3,3,3,4,6,6,4,7,6,7,7,7,5,4,3,3,4,3,2,4,3,3,2,4,4,"in mayor form, the advertisement is about furniture, and homes props. ",3,2,1,3,2,3,3,3,2,4,0,0,0,1,0,0
"297",2,41,"English","",1,2,1,5,0,1,0,1,0,1,4,2,3,3,2,3,2,2,2,2,7,1,"400",6,4,5,5,6,5,2,6,6,7,6,2,6,6,2,6,7,6,6,6,6,3,6,6,2,6,6,2,6,6,6,7,6,6,6,6,6,7,1,1,1,1,1,1,1,2,1,2,3,2,"The ad is for wicker furniture with grey cushions.  The ad says they're durable and they look really strong.  I love the cushion colors and how thick they look.",1,2,2,1,2,1,1,2,2,2,0,0,1,0,0,0
"298",2,42,"English","N/A",2,1,3,6,1,2,0,0,1,1,4,5,4,2,2,4,4,4,4,2,5,4,"1500",4,3,5,5,5,4,5,5,6,5,5,3,7,7,5,4,5,5,5,5,5,3,4,6,4,4,4,4,1,6,3,4,4,3,2,3,3,5,3,1,2,2,2,2,3,5,3,4,5,2,"It's an ad for outdoor wicker furniture.  The ad focuses on style and comfort.  The picture is that of a lovely furniture set with gray cushions, and there is a gentleman standing there with a satisfied grin.  The ad creates images in my mind of a pleasant afternoon relaxing in the yard.",3,3,1,1,1,2,3,3,2,2,0,0,0,0,0,1
"299",1,26,"English","",1,1,3,3,0,0,1,0,0,1,1,3,4,3,3,4,3,4,3,3,3,4,"70",4,4,2,4,3,5,5,3,4,4,4,4,5,5,4,4,5,4,4,5,4,5,4,4,6,4,4,2,5,4,4,5,4,4,4,4,4,5,3,3,4,3,3,3,4,5,2,4,6,3,"It's an advert for outdoor furniture. It appears to be aimed at people who like to entertain guests at their houses using an outdoor seating area. The furniture is made from wicker and supposedly durable and offers comfort. It seems like a fairly standard advertisement, I wouldn't say it particularly stood out as new or different.",4,4,3,2,4,3,3,2,4,4,1,0,0,0,0,0
"300",1,30,"english","",1,2,5,6,0,0,1,0,0,1,3,3,2,3,4,3,2,3,3,3,5,3,"200",3,4,5,4,5,3,3,4,5,5,4,5,6,5,4,5,5,6,5,5,4,5,5,6,5,3,4,5,4,4,4,5,5,4,5,5,4,4,3,3,5,5,4,3,4,5,6,4,4,5,"Promoting furniture that gives much comfort, appears a woman in front",3,3,4,5,4,5,6,5,4,5,1,0,0,0,0,0
"301",2,32,"english","",1,4,1,2,0,2,0,0,1,1,5,3,3,3,3,3,3,3,3,3,4,4,"50",2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,"i saw wicker chairs they were gra and a girl saying its her choice. and she was wearing a red and black plaid shirt",6,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0
"302",1,30,"English ","English ",2,1,3,5,1,1,0,1,0,1,3,3,1,1,1,1,3,2,2,3,7,1,"500",7,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,1,7,7,6,6,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,"A lovely chair advertisement designed in a cool was featuring a cool guy",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
"303",1,52,"Spanish","48 years",2,1,5,5,1,1,0,1,0,2,4,1,2,1,2,2,1,2,2,2,7,1,"300",7,1,7,7,7,1,1,7,7,6,6,2,5,6,5,7,7,6,6,7,7,2,6,7,4,7,6,2,6,7,6,6,6,5,6,5,7,7,1,1,1,1,1,1,1,1,1,1,1,4,"Is a set of all weather product furniture very cushionable to sit and relax in the outdoors at natural it looks appealing to me.",1,1,1,1,2,1,2,1,1,1,0,0,0,0,1,0
"304",2,45,"english","life time",1,2,3,4,1,0,1,0,0,1,1,1,3,4,3,3,3,4,4,3,3,4,"850",4,5,5,4,2,4,3,5,4,5,5,2,5,5,4,5,6,5,5,7,5,3,4,5,2,4,6,2,1,6,5,6,5,4,3,4,4,6,3,4,3,4,3,3,3,4,3,2,5,4,"The ad was for outdoor porch furniture and it had a complete set up of furniture with chairs and tables. The ad also had a young man standing in front with a checkered shirt on proclaiming ""it was his choice because it was the right choice"". / My thoughts on the ad was that the man in front stood out more than the nice furniture because of the colors and the positioning of the man. The furniture seemed an after thought, it was too bland in color in comparison to the man. The Guy should have been blander and the furniture should have had a bit more color so it would pop thereby bringing attention to what was being advertised.",4,4,3,4,4,3,2,2,5,4,0,1,0,0,0,0
"305",1,40,"english","",1,1,4,5,1,1,0,1,0,1,4,5,3,4,3,3,3,3,4,3,4,4,"500",4,3,4,4,3,5,4,4,6,4,3,4,4,5,4,4,4,3,4,4,4,3,4,4,4,3,4,4,2,4,3,2,3,3,1,1,1,4,3,4,4,4,4,4,4,5,3,4,5,4,"it's an ad for a patio furniture set, with a personal testimonial from some random man in sunglasses and a plaid shirt on the right",4,4,5,4,5,6,4,4,6,6,0,0,0,0,1,0
"306",1,54,"English","",2,1,3,5,0,1,0,1,0,1,1,1,2,2,2,2,2,2,2,2,4,3,"500",4,3,5,4,4,4,4,4,5,5,5,3,5,5,4,4,5,4,4,5,5,3,4,5,4,3,4,3,2,5,6,5,6,5,5,6,5,5,3,3,3,3,3,3,3,5,3,3,4,4,"Wicker furniture woman it is my choice because it is the right choice no brand name",3,3,3,2,2,3,3,2,4,4,0,0,1,0,0,0
"307",2,54,"English","",2,2,4,3,1,2,0,0,1,1,3,1,3,2,5,2,3,2,4,1,7,1,"700",7,1,7,7,7,1,1,7,7,7,7,1,4,1,4,4,7,7,7,7,7,1,7,7,1,7,7,1,7,7,7,7,6,4,4,4,3,7,1,1,1,1,1,1,1,1,1,1,1,3,"It looks like an ad for outdoor furniture. The furniture is durable and weather-proof. ",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
"308",2,27,"english","",1,1,6,5,1,0,1,0,0,2,1,2,4,4,4,4,5,4,4,3,5,3,"300",5,6,3,2,3,5,4,3,5,6,5,2,5,6,3,4,6,5,4,3,6,6,5,4,5,6,6,2,6,5,7,5,6,5,3,5,4,5,1,2,3,2,2,2,1,6,3,3,5,4,"i didn't like that it said it was the right choice because it was the only choice, but i liked the color of the cushions and the set looked comfortable",4,5,2,5,2,3,2,4,6,5,0,1,0,0,0,0
"309",2,40,"english","",1,4,3,4,0,0,1,0,0,2,2,3,2,3,3,3,3,2,3,2,4,5,"950",5,2,5,4,5,3,4,5,5,4,5,2,2,5,4,5,6,5,5,6,5,3,3,4,3,4,5,3,4,4,5,5,5,4,4,5,3,6,3,3,2,4,3,2,2,4,2,3,5,4,"A young woman is talking about the choice of furniture set.  It's a nice set, but there's no company shown so it's a little strange to me.",3,3,3,2,3,4,2,1,3,3,1,0,0,0,0,0
"310",2,46,"English","",2,3,1,2,1,1,0,1,0,1,4,5,3,2,2,3,2,3,2,3,6,3,"450",6,1,6,5,6,2,2,5,6,5,5,3,6,6,4,4,6,4,4,5,5,3,4,5,4,4,4,4,4,4,6,4,4,5,4,4,4,5,1,1,1,1,1,1,1,4,1,2,4,1,"It is an advertisement about all weather wicker seating. It is stylish and durable.",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
"311",1,21,"English","",1,1,7,4,0,1,0,1,0,1,5,3,2,2,2,3,3,3,2,3,6,3,"350",5,3,5,6,5,2,4,5,6,6,6,2,2,1,2,6,6,6,6,6,6,2,3,5,2,5,4,5,3,4,3,3,6,4,4,5,4,6,1,1,1,1,1,1,1,1,1,1,1,1,"A stylish wicker. I liked the ad, but it seemed more for clothing than furniture initially. Overall pretty good ad",2,2,3,1,2,3,2,2,3,3,0,0,1,0,0,0
"312",1,62,"English","",1,1,4,5,0,0,1,0,0,1,1,1,2,2,2,2,3,2,2,2,5,3,"800",5,2,6,4,5,4,5,6,6,4,5,3,6,6,5,5,6,6,6,7,6,2,3,6,2,5,6,2,2,5,6,6,6,4,5,6,4,6,3,2,2,2,2,2,2,3,2,3,3,4,"I saw an outdoor wicker furniture set with gray cushions and pillows.  There was also a coffee table with the set which had a tea setting on it.  Off to the right was a young lady with glasses and wearing a flannel shirt.  Also there was some words saying this was the right choice because it was my choice.  I liked the ad except for the picture of the woman....the picture actually covered up about 1/4 of the furniture set, not a good idea in my opinion.",2,2,1,2,2,1,1,2,2,2,1,0,0,0,0,0
"313",1,40,"English","",1,4,3,3,1,2,0,0,1,2,1,3,3,3,3,3,3,3,3,2,7,1,"899",7,4,7,7,7,1,2,7,5,5,7,1,6,6,3,5,5,6,6,6,6,2,6,6,1,7,4,4,5,7,7,6,5,4,4,4,4,5,1,1,1,1,1,1,1,1,1,2,1,1,"A wicker patio set that has comfortable looking cushions. The set looks stylish and expensive.",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
"314",2,24,"English","",2,2,1,3,1,1,0,1,0,1,5,5,4,2,2,2,3,3,3,2,1,7,"99",1,7,1,1,1,7,1,1,1,7,1,7,1,3,1,1,7,1,1,5,1,7,4,1,7,6,7,1,6,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,5,"A young man is standing in front of a set of seats and tables and saying it's the right choice because it's his choice. It feels a bit like this person is self centered and egotistical and I'd be inclined not to choose the one he did if he's assuming he's always right. ",6,6,3,5,4,6,4,7,7,7,0,0,0,0,1,0
"315",2,36,"English","",1,2,3,3,1,1,0,1,0,1,4,2,4,2,3,3,2,3,2,4,3,2,"75",4,3,5,6,4,5,6,4,5,3,3,5,7,6,7,3,6,5,4,6,5,5,4,6,3,2,6,2,1,3,2,4,2,3,1,2,1,4,3,4,3,3,3,2,3,6,3,4,6,5,"A set of wicker furniture with a guy saying that it was his choice for furniture. ",3,4,2,3,3,5,3,3,5,5,0,0,0,0,1,0
"316",2,26,"English","",1,1,2,6,0,0,1,0,0,1,1,2,4,3,3,4,4,4,3,3,5,3,"300",4,3,4,5,4,4,5,4,4,3,3,3,4,5,5,4,5,4,5,5,4,3,3,5,5,3,5,3,4,5,5,4,3,4,2,4,4,5,3,4,3,3,2,3,3,4,3,4,5,4,"Advert for sofa, endorsement from potentially fictional customer",3,3,4,3,4,4,3,2,4,5,1,0,0,0,0,0
"317",1,27,"English","",1,1,7,6,1,2,0,0,1,1,2,3,2,2,2,3,2,2,2,2,6,3,"100",6,3,5,5,6,2,3,5,5,4,5,2,5,6,4,5,4,5,5,5,6,4,6,6,4,4,5,4,4,4,6,6,6,6,5,5,6,6,2,3,2,2,3,2,2,3,2,2,4,3,"this is ad of furniture showing how comfortable is this",2,2,3,2,3,1,3,2,2,3,0,0,0,0,0,1
"318",1,63,"english","",1,1,3,1,1,0,1,0,0,1,3,3,5,5,5,5,5,5,5,5,1,7,"150",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,4,5,5,5,7,5,5,6,6,4,6,6,2,"outside furniture no thoughts don't like wicker furniture",4,4,4,5,6,5,6,4,4,6,0,1,0,0,0,0
"319",1,30,"English","",2,7,2,5,0,1,0,1,0,1,4,2,4,4,3,3,3,4,4,3,4,5,"899",7,1,5,4,4,4,4,5,7,4,6,1,7,7,4,3,7,4,7,7,5,4,1,7,4,5,7,1,4,6,7,7,7,7,7,7,7,7,3,3,4,5,4,4,4,5,3,4,6,4,"A lady saying that her choice is hers in choosing wicker furniture, the advertising text saying the Wicker Furniture set in the picture was very plush and comfortable. ",3,4,3,3,3,6,4,3,4,4,0,0,1,0,0,0
"320",2,25,"spanish","5 years",2,1,2,5,0,2,0,0,1,1,4,4,4,2,2,4,4,2,2,2,3,5,"650",3,3,3,3,2,5,5,3,4,4,2,5,4,4,4,4,5,3,3,5,3,5,2,5,4,2,5,2,2,3,3,6,3,3,2,5,3,4,3,2,2,2,2,2,3,4,3,4,5,5,"I think the girl in the ad is not very chord with the text and the essence of the same",5,5,2,3,4,3,4,5,3,4,0,0,0,1,0,0
"321",2,27,"Spanish","14",1,1,4,6,0,0,1,0,0,1,1,1,3,3,3,3,3,3,3,3,6,3,"400",3,6,1,2,2,5,4,4,4,3,3,4,4,4,4,4,3,3,3,4,4,5,5,5,5,3,4,4,4,2,2,4,4,4,4,4,4,4,1,1,1,1,2,1,1,1,1,1,1,1,"I do not like the women outfit, I like the composition of the ad, the furniture exposed can show too a fun moment between friends",3,3,4,3,3,3,3,3,3,3,1,0,0,0,0,0
"322",2,23,"English","",2,6,3,6,1,0,1,0,0,1,2,2,4,4,3,3,4,4,4,3,5,2,"600",6,5,3,4,3,6,4,3,4,4,5,4,6,5,4,4,6,5,4,6,4,3,4,5,5,6,5,3,5,5,6,6,6,5,6,5,5,6,3,3,3,3,3,3,3,5,3,4,5,4,"This set of furniture is the man's choice because it is the right choice and apparently it has deep plush cushions and pillows that are very comfortable. This seems like a very typical ad. ",2,3,3,2,2,4,3,3,3,4,0,1,0,0,0,0
"323",2,23,"English","",2,1,6,5,0,0,1,0,0,1,1,2,3,2,2,4,2,4,3,3,6,2,"350",6,1,6,3,5,2,2,6,4,5,5,1,6,6,4,6,7,6,6,7,7,1,4,6,2,4,4,4,2,6,7,7,5,3,4,5,5,7,2,1,2,1,1,1,1,3,1,1,1,5,"There was a set of wicker chairs with cushions on them. There was a girl that said it was the right choice.",3,2,4,2,3,2,3,3,2,2,1,0,0,0,0,0
"324",1,33,"English","",1,1,4,5,1,2,0,0,1,1,4,4,3,2,2,3,3,2,2,2,2,6,"400",4,5,3,4,3,5,4,4,4,5,4,5,4,4,4,4,5,4,4,5,4,4,3,4,5,3,4,4,3,3,5,4,4,3,3,3,2,5,4,5,4,5,4,4,5,6,3,4,6,6,"The wording is a little awkward.  The furniture set and the person pictured do not seem to match up with style/taste.",4,4,5,3,4,3,3,3,4,5,0,0,0,0,0,1
"325",2,64,"English","",1,1,3,5,0,2,0,0,1,1,5,5,3,2,2,2,3,3,3,2,5,4,"499",5,2,5,5,5,2,4,5,6,6,4,3,6,6,4,5,5,5,5,5,5,6,5,5,3,5,4,5,4,5,5,5,4,3,3,4,3,4,2,2,2,3,2,2,2,3,2,3,3,3,"It showed an outdoor seating set and expressed the thought that it was her choice and the right choice.",3,3,2,2,3,2,3,2,2,2,0,0,0,1,0,0
"326",1,40,"English","",1,1,5,5,1,1,0,1,0,1,5,5,4,4,4,4,4,4,4,3,4,5,"200",3,3,5,3,3,5,5,3,4,4,3,3,6,6,5,3,5,4,5,5,5,3,4,5,5,3,4,3,3,5,4,6,3,3,2,3,2,4,5,5,5,6,4,4,5,5,5,5,5,5,"I wasn't thrilled with the ad, the person did not resonate with me, he didn't seem stylish. / The ad was for wicker outdoor furniture, with plush cushions.  The idea of that product sounds very interesting to me.  I didn't like the person overshadowing the product, especially since the person wasn't terribly stylish.",5,5,5,4,5,4,4,3,5,6,0,0,0,0,1,0
"327",2,20,"English","",1,6,3,3,0,1,0,1,0,1,5,4,3,3,2,4,4,5,4,3,3,5,"1000",4,6,3,1,2,6,5,4,4,5,3,3,4,4,5,3,5,4,4,4,4,4,3,4,5,3,5,3,2,4,3,7,2,1,2,4,2,4,4,3,3,2,4,4,4,5,3,4,5,3,"I like the look and the description for the furniture. The woman seems extremely out of place, especially with the plaid shirt and sunglasses. I also didn't really like the ""It's my choice because it's the right choice"" saying. It seemed kind of forceful and awkward. ",4,5,4,4,5,3,4,3,6,5,0,0,1,0,0,0
"328",2,59,"English","",1,1,2,2,0,2,0,0,1,2,1,3,3,3,2,2,3,2,3,2,4,3,"135",4,1,6,4,5,2,4,5,5,4,4,1,6,7,4,5,7,6,7,7,6,2,4,7,3,4,6,2,1,7,7,7,6,6,4,5,2,7,1,1,1,1,1,1,1,1,1,1,4,3,"""It's my choice, because it's the right choice!"" A 4 piece wicker outdoor patio set with plush gray cushions and a table. Very classy and comfortable looking in my opinion!",1,1,1,1,1,1,1,1,2,1,0,0,0,1,0,0
"329",2,31,"English","",1,4,5,5,1,0,1,0,0,1,2,3,4,3,2,4,3,4,4,3,5,5,"100",6,5,5,2,6,2,3,5,4,5,5,3,4,6,3,2,5,5,6,5,5,5,4,6,2,5,3,5,5,6,5,5,4,2,2,2,2,4,2,3,2,2,3,2,2,3,2,2,4,6,"A man with folded arms in front of a gray outdoor patio set. It talks about it being the right choice because it is your choice. I like the ad, it's personal",2,2,4,2,2,4,2,2,3,3,0,1,0,0,0,0
"330",1,28,"English","",1,1,4,3,0,1,0,1,0,1,5,5,3,4,4,4,4,3,4,3,7,1,"225",6,1,7,6,6,2,2,6,6,5,6,1,7,7,4,6,7,6,6,7,6,1,5,6,1,7,7,1,6,6,7,7,6,5,6,6,5,7,1,2,1,2,2,1,2,4,3,3,4,3,"There's a young woman with shades and a flannel shirt. She states that she chose the set because it was the right choice. And there's a set of all-weather wicker furniture. The ad seems to be targeting younger, urban people.",2,2,3,1,2,3,2,1,1,2,0,0,1,0,0,0
"331",1,25,"English","",1,1,3,6,1,0,1,0,0,1,2,2,3,4,2,3,3,3,3,3,4,3,"500",5,2,5,5,4,4,5,5,4,3,4,3,5,5,5,4,5,5,5,6,4,4,4,5,4,4,4,4,3,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,"The add is for a wicker couch set and features a male spokesperson.",4,5,5,2,3,5,4,4,5,5,0,1,0,0,0,0
"332",2,63,"English","",1,5,2,3,0,0,1,0,0,2,3,3,4,3,2,3,2,4,4,4,2,6,"499",6,2,5,4,6,2,6,5,5,6,5,2,5,6,5,5,6,5,5,6,5,5,4,5,3,7,7,2,4,7,7,5,7,5,6,6,3,5,5,6,5,6,5,5,5,6,4,5,6,6,"I saw a wicker love seat and two chairs with grey cushions and also a glass-topped table with a teapot and cups. The ad said it was great for entertaining. The lady in the red plaid shirt stated that it was her choice because it was the right choice. I didn't think the words of the ad were all that compelling. I also didn't care very much for the patio furniture. I don't like wicker.",4,3,5,4,4,3,3,3,5,6,1,0,0,0,0,0
"333",2,29,"English","",1,1,3,4,0,2,0,0,1,1,5,4,2,2,2,2,2,3,3,2,5,3,"500",4,1,3,4,4,5,4,4,7,5,5,1,6,6,4,4,7,5,5,6,5,1,4,5,5,5,7,1,3,5,4,5,5,5,4,5,2,5,3,3,2,5,4,3,3,6,1,3,5,3,"This ad was about wicker furniture with pillows and cushions. The ad stated that the furniture was ""deep and durable."" My thoughts about this ad were that the furniture looked a bit boring, and that the woman standing in the foreground of the ad didn't fit with the rest of the ad.",4,3,4,4,3,2,3,1,3,4,0,0,0,1,0,0
"334",1,54,"English","",1,1,3,3,0,2,0,0,1,2,1,5,2,1,1,2,2,2,1,2,4,3,"750",5,1,4,5,5,3,6,5,4,5,7,5,7,7,6,4,5,4,4,5,4,5,3,6,4,5,5,2,5,7,7,6,7,6,6,7,7,5,3,2,1,2,1,1,2,3,1,3,4,4,"i have seen a wicker all weather furniture set that is deep and stylish but i was disappointed that there was no price range or choice of colors for the pillows and cushions",3,3,3,2,1,2,2,1,4,4,0,0,0,1,0,0
"335",2,37,"english","37 years",2,4,4,5,1,1,0,1,0,1,5,5,3,3,3,3,3,3,3,3,4,4,"299",4,4,4,2,4,6,4,3,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,3,4,3,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,"its for patio furniture set and its just basic the dude in the ad looksout of place",4,5,5,4,5,4,4,4,4,5,0,0,0,0,1,0
"336",2,26,"English","n/a",1,2,1,6,1,0,1,0,0,1,2,3,5,5,5,5,5,5,5,5,4,6,"50",5,3,6,5,6,3,5,6,6,5,5,3,5,7,4,5,6,6,6,6,5,2,5,6,3,3,5,3,2,6,5,5,5,3,3,3,2,5,4,3,3,4,3,3,4,6,3,6,6,6,"I saw a guy in front of two blue chairs, and words written to try to interest me in the product.",5,6,6,4,6,6,5,3,6,6,0,1,0,0,0,0
"337",1,25,"English","",2,3,1,5,1,0,1,0,0,1,2,3,4,3,3,4,4,4,5,3,2,6,"800",2,2,2,4,3,5,7,5,6,4,1,5,6,5,6,3,6,4,6,5,5,2,3,6,4,2,5,2,6,3,1,6,2,2,1,1,5,5,5,4,4,5,5,5,5,7,5,3,5,3,"I thought the guy in the ad was pretty ugly with a fake smile.",6,6,6,2,6,5,5,3,7,7,0,1,0,0,0,0
"338",2,65,"english","",1,5,2,3,1,2,0,0,1,2,1,4,3,2,2,2,4,3,3,2,6,3,"600",5,4,5,5,5,4,4,5,4,4,5,3,5,5,6,4,6,5,5,6,4,4,4,5,3,4,5,2,2,5,6,6,5,5,3,4,4,6,3,3,2,2,2,2,2,4,2,3,4,4,"an inviting outdoor living group of furniture.  It would be a nice addition to any ones backyard or decking.  the basic color is easy to add additonal splashes of color with throws and pillows.",2,2,3,2,2,1,1,1,2,2,0,0,0,0,0,1
"339",1,26,"English","",2,2,2,5,0,0,1,0,0,2,3,2,1,1,1,1,1,1,1,1,7,1,"5000",7,1,7,7,7,1,1,7,7,4,7,6,7,7,7,7,7,7,7,7,7,1,7,7,5,7,4,2,7,7,4,7,7,7,7,7,7,5,1,1,1,1,1,1,1,3,1,1,1,3,"i saw a set of relaxing chairs with pillow suitable for all weather and also good for families, it can be use both indoor and outdoor. The advert is superb and also showcase the product very well",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"340",1,39,"English","",2,4,2,4,0,2,0,0,1,1,1,5,4,4,2,4,4,4,4,2,2,6,"300",5,2,2,4,5,7,6,4,5,3,1,1,7,7,4,5,6,6,6,7,4,1,4,7,2,4,5,1,1,5,7,6,5,3,3,5,3,4,4,4,4,6,3,5,5,7,3,4,7,6,"An advertisement for an outdoor seating set. I thought the ad was average. I didn't like the seating set.",4,4,5,4,4,3,5,2,6,7,0,0,0,1,0,0
"341",1,23,"English","",1,6,1,3,1,2,0,0,1,1,5,5,4,4,5,4,5,5,5,5,6,3,"350",4,6,4,2,4,5,2,3,4,7,4,1,3,5,1,6,7,5,5,4,3,5,4,4,4,5,7,1,6,5,2,3,5,2,1,1,1,3,1,1,1,1,1,1,2,4,2,2,2,6,"The ad is about a set of outdoor wick furniture, and it shows a man in glasses with him saying he made the right choice because it's his choice. First off, the visual design of the ad is nice, with clean text and pictures with everything being easy to find and read. However I am a bit annoyed at the man in the ad, as he comes off as annoying and a show off with his pose, choice of clothing, and the quote. I'm not sure if he is the best character for this ad about furniture but it is more interesting than if he weren't in the ad. Anyway, great visual design, but the inclusion of the man makes me a bit miffed seeing him brag about his furniture decision.",2,2,1,2,2,1,1,3,2,2,0,0,0,0,0,1
"342",2,36,"english","",1,2,2,5,0,0,1,0,0,1,1,1,4,2,2,3,4,3,4,3,6,2,"500",5,6,4,5,3,5,4,4,5,6,3,3,3,6,2,4,4,4,4,4,4,5,4,4,4,4,5,4,3,4,4,4,5,5,4,5,4,4,2,2,2,2,2,2,2,3,2,2,3,3,"It was an advertisement for outdoor wicker furniture and it had a girl saying it's her choice because it's the right choice.  The ad probably would be better without the girl saying that because it doesn't really make sense and I think the picture of the furniture with it's description is good enough to sell the product on it's own.",3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0
"343",2,41,"English","",1,2,2,3,0,0,1,0,0,1,2,3,3,4,3,3,2,2,2,2,5,4,"1500",7,1,7,7,7,1,1,7,7,4,7,1,7,7,4,5,5,6,6,7,6,1,1,6,4,5,6,1,3,5,4,4,4,5,4,4,5,6,1,2,2,1,2,1,2,2,3,2,7,4,"I saw an ad for furniture, particularly a couch set talking about style.",1,1,2,1,4,3,2,2,1,4,1,0,0,0,0,0
"344",1,47,"English","",2,3,1,6,1,0,1,0,0,1,1,1,4,2,3,4,3,5,3,3,7,2,"200",4,3,4,3,6,3,4,5,5,3,5,3,7,7,4,5,5,5,4,6,5,5,6,5,4,4,4,5,5,6,4,6,4,5,5,4,3,4,3,1,2,3,3,2,3,2,3,2,4,1,"Advertising is an announcement about furniture, which offer disticion, comfort, rest, relaxation and freshness, a young man offers them. It looks very comfortable",1,2,2,1,2,3,2,3,3,2,0,1,0,0,0,0
"345",1,27,"English","",1,1,3,5,0,0,1,0,0,1,2,2,3,4,3,2,3,4,3,3,5,6,"1200",4,4,3,4,3,6,5,4,5,4,5,1,6,5,4,3,5,5,5,5,5,2,5,6,4,2,5,2,2,3,6,5,6,4,6,5,2,5,1,2,1,1,1,1,1,4,2,3,5,3,"Outdoor patio furniture set, wicker with plush cushions and pillows. It seems to be directed at a broad audience, given the captioning. ",2,2,3,1,3,4,2,1,3,2,1,0,0,0,0,0
"346",1,32,"English","",2,1,4,6,0,2,0,0,1,1,2,2,3,3,3,3,3,3,3,3,3,5,"300",5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,"A girl with sunglasses, the advertisement is the style and confort. There are 2 furniture",5,5,5,5,5,5,5,5,5,5,0,0,0,1,0,0
"347",1,48,"english","20",2,1,6,5,1,0,1,0,0,2,3,3,2,2,2,1,1,2,1,2,6,2,"1000",6,2,7,5,6,2,2,5,5,5,6,2,6,6,5,6,6,6,6,6,6,3,6,6,3,6,6,4,5,6,6,7,5,6,5,6,6,5,2,1,2,2,1,1,1,2,1,1,2,1,"Advertising for stylish furniture.Dining table and glasses on the table. All things are very good. Well arranged and shaped. Smiling man.",2,1,1,2,2,1,2,1,1,2,0,1,0,0,0,0
